29.742880	6.335970	0.985790
18.414604	21.900793	8.035740
12.158856	24.120489	35.452244
11.019798	24.105776	38.766098
31.401510	22.740593	19.469339
15.398192	23.763487	7.766115
8.027872	25.685701	21.539663
43.681908	18.844858	33.653313
3.170851	30.566938	21.024715
39.384174	20.855253	43.742119
15.096925	26.223505	17.985945
35.770683	23.663235	41.133690
7.534676	31.167168	31.243067
0.151295	37.033134	39.066574
24.921398	23.049908	22.378855
32.309193	7.014870	34.648907
22.021074	31.296019	18.395582
27.480314	8.030712	22.714197
35.859440	39.250290	42.693535
16.679222	15.490253	0.537308
30.814344	7.286789	42.032639
31.881891	38.210354	20.240828
18.944088	2.155906	42.531197
18.393156	37.781910	2.600193
23.835154	29.754562	35.200470
24.727861	19.155512	34.339283
5.686903	9.783348	14.768805
29.691511	13.249680	15.740376
19.703888	18.491308	42.220772
0.310885	17.163565	43.271370
30.621683	36.107941	17.383312
43.782211	0.562524	29.755110
23.191549	1.896020	9.166218
27.182390	33.555893	1.224997
43.540226	44.783752	30.072195
7.829024	19.363073	12.549684
5.011209	37.436623	18.727316
16.059139	36.823669	8.161006
16.439470	13.242708	30.497540
4.493707	28.553654	6.427218
30.986786	19.422106	28.298716
9.572724	39.458256	12.559096
28.795547	11.828807	36.056656
0.725682	13.143545	32.235111
9.071347	1.341437	23.368126
44.883125	18.036976	6.945528
22.425201	25.585127	0.730790
30.458050	23.573467	16.079226
44.902122	37.959095	28.094524
31.340294	5.083027	36.171791
6.104214	21.104170	16.347242
30.029535	35.022110	37.087990
44.312359	33.673828	0.372171
41.252277	3.702144	23.253181
18.055685	5.955156	27.539658
9.262677	28.554161	14.421820
18.594601	36.607868	24.988424
24.474974	23.943062	21.868389
38.912716	36.531437	3.311626
9.570409	3.607302	22.492472
11.391583	16.284533	34.981758
28.541960	5.429867	6.881652
7.867159	13.555740	27.826641
35.738731	13.332601	38.790127
31.039999	0.719980	4.491890
11.487670	43.338001	25.768484
7.818389	12.791444	5.329080
40.544003	30.181931	34.438538
1.405049	40.374081	19.177029
32.773609	23.360849	43.883541
12.824089	8.505666	26.199007
0.464451	25.990551	43.426960
40.219875	40.988735	24.891304
29.650091	44.481888	34.739460
27.977234	19.542738	22.631971
8.342631	41.805866	18.474607
6.524916	16.847696	31.607893
28.018860	29.645662	26.383625
42.453911	8.571446	20.767189
44.533527	11.368274	19.401403
